PGN,VOLUME,ECO,NAME,CONTINUATION,CONTINUATIONNAME,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 a6 8.O-O-O Bd7,B,B67,B67,TRUE,B67,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 a6 8.O-O-O Bd7 9.f4 Be7,B,B68,B68,TRUE,B68,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 a6 8.O-O-O Bd7 9.f4 Be7 10.Nf3 b5 11.Bxf6,B,B69,B69,TRUE,B69,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6,B,B70,"Dragon Variation, Sicilian; B70",TRUE,"Dragon Variation, Sicilian",,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be2 Bg7 7.O-O O-O 8.Nb3,B,B70,"Alekhine Variation, Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.g3,B,B70,"Fianchetto Variation, Sicilian Dragon",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.f4,B,B71,"Levenfish Variation, Sicilian; B71",TRUE,"Levenfish Variation, Sicilian",,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3,B,B72,B72,TRUE,B72,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.Be2 Nc6 8.Nb3,B,B72,"Nottingham Variation, Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.Be2 Nc6 8.Qd2,B,B72,"Amsterdam (Battery) Variation, Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.Be2 Nc6 8.Qd2 O-O 9.O-O-O,B,B72,"Grigoriev Variation, Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.Be2 Nc6 8.O-O,B,B73,B73,TRUE,B73,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.Be2 Nc6 8.O-O O-O 9.f4 Qb6,B,B73,"Zollner Gambit, Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.Be2 Nc6 8.O-O O-O 9.Nb3,B,B74,B74,TRUE,B74,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.Be2 Nc6 8.O-O O-O 9.Nb3 a5,B,B74,"Alekhine Line, Sicilian Dragon",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.Be2 Nc6 8.O-O O-O 9.Nb3 Be6 10.f4 Na5,B,B74,"Maroczy Line, Sicilian Dragon",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.Be2 Nc6 8.O-O O-O 9.Nb3 Be6 10.f4 Qc8,B,B74,"Tartakower Line, Sicilian Dragon",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3,B,B75,B75,TRUE,B75,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 O-O,B,B76,"Yugoslav Attack, Sicilian Dragon; B76",TRUE,"Yugoslav Attack, Sicilian Dragon",,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 O-O 8.Qd2 Nc6 9.g4,B,B76,"Panov Variation, Sicilian Dragon",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 O-O 8.Qd2 Nc6 9.Bc4,B,B77,B77,TRUE,B77,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 O-O 8.Qd2 Nc6 9.Bc4 Nd7,B,B77,"Sosonko Variation, Sicilian Dragon",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 O-O 8.Qd2 Nc6 9.Bc4 Nxd4 10.Bxe4,B,B77,"Czerniak Variation, Sicilian Dragon",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 O-O 8.Qd2 Nc6 9.Bc4 Bd7 10.O-O-O,B,B78,B78,TRUE,B78,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 O-O 8.Qd2 Nc6 9.Bc4 Bd7 10.O-O-O Qa5,B,B79,B79,TRUE,B79,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6,B,B80,"Scheveingen Variation, Sicilian; B80",TRUE,"Scheveingen Variation, Sicilian",,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Bb5+,B,B80,"Vitolins Variation, Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be3 a6 7.f3,B,B80,"English Attack, Scheveningen Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.g3,B,B80,"Fianchetto Variation, Scheveningen Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be3 a6 7.g4,B,B81,"Delayed Keres Attack, Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be3 a6 7.g4 e5 8.Nf5 g6 9.g5,B,B81,"Perenyi Gambit, Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.g4,B,B81,"Keres; Panov Variation, Sicilian; B81",TRUE,"Keres; Panov Variation, Sicilian",,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.f4,B,B82,"Matanovic Attack, Sicilian; B82",TRUE,"Matanovic Attack, Sicilian",,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.f4 Nc6 7.Be3 Be7 8.Qf3,B,B82,"Tal Variation, Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2,B,B83,"Scheveningen Variation, Sicilian; B83",TRUE,"Scheveningen Variation, Sicilian",,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 a6,B,B84,"Modern Paulsen, Sicilian; B84",TRUE,"Modern Paulsen, Sicilian",,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 a6 7.O-O Be7,B,B85,B85,TRUE,B85,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 a6 7.O-O Qc7 8.f4 Nc6,B,B85,"Paulsen Variation, Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Bc4,B,B86,"Fischer Attack, Sozin Attack, Sicilian; B86",TRUE,"Fischer Attack, Sozin Attack, Sicilian",,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Bc4 a6 7.Bb3 b5,B,B87,"Flank Variation, Sicilian; B87",TRUE,"Flank Variation, Sicilian",,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Bc4 Nc6,B,B88,"Leonhardt Variation, Sicilian; B88",TRUE,"Leonhardt Variation, Sicilian",,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Bc4 Nc6 7.Be3,B,B89,B89,TRUE,B89,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Bc4 Nc6 7.Be3 Be7 8.Bb3 O-O 9.O-O Na5 10.f4 b6,B,B89,"Sherbakov Variation, Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Bc4 Nc6 7.Be3 Be7 8.Qe2,B,B89,"Velimirovic Variation, Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6,B,B90,"Najdorf Variation, Sicilian; B90",TRUE,"Najdorf Variation, Sicilian",,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bc4,B,B90,"Lipnitzky Variation, Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3,B,B90,"Byrne Variation, Sicilian; English Attack",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3 Ng4,B,B90,"Anti-English, Najdorf Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.h3,B,B90,"Adams Attack, Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Rg1,B,B90,"Freak Attack, Siicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.g3,B,B91,"Zagreb Variation, Sicilian; B91",TRUE,"Zagreb Variation, Sicilian",,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2,B,B92,"Opocensky Variation, Sicilian; B92",TRUE,"Opocensky Variation, Sicilian",,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2 e5,B,B92,"Opocensky Variation, Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.f4,B,B93,"Amsterdam Variation, Sicilian; B93",TRUE,"Amsterdam Variation, Sicilian",,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5,B,B94,B94,TRUE,B94,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6,B,B95,B95,TRUE,B95,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4,B,B96,B96,TRUE,B96,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 b5,B,B96,Polugaevsky; Accelerated Najdorf,FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 b5 8.e5 dxe5 9.fxe5 Qc7 10.Qe2,B,B96,"Simagin Line, Najdorf Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Qb6,B,B97,"Poisoned Pawn Variation, Najdorf Sicilian; B97",TRUE,"Poisoned Pawn Variation, Najdorf Sicilian",,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Qb6 8.Qd2,B,B97,"Poisoned Pawn Variation, Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Qb6 8.Qd2 Qxb2,B,B97,"Poisoned Pawn Accepted, Najdorf Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7,B,B98,B98,TRUE,B98,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7 8.Qf3 h6 9.Bh4 g5,B,B98,"Argenitne; Goteborg Var, Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7 8.Qf3 h6 9.Bh4 Qc7,B,B98,"Browne Variation, Najdorf Sicilian",FALSE,-,,
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7 8.Qf3 Qc7 9.O-O-O Nbd7,B,B99,B99,TRUE,B99,,
1.d4 e6 2.c4 c5,C,C00,Franco-Sicilian Defense,FALSE,-,,
1.e4 e6,C,C00,French Defense; C00,TRUE,French Defense,,
1.e4 e6 2.b3,C,C00,"Reti (Horwitz) Variation, French",FALSE,-,,
1.e4 e6 2.b3 d5 3.Bb2,C,C00,"Papa-Ticulat Gambit, French",FALSE,-,,
1.e4 e6 2.b4,C,C00,"Banzai-Leong Gambit, French",FALSE,-,,
1.e4 e6 2.b4 Bxb4 3.e5,C,C00,Pinova Gambit,FALSE,-,,
1.e4 e6 2.Bb5,C,C00,"Bird Invitation, French",FALSE,-,,
1.e4 e6 2.c4 d5 3.cxd5 exd5 4.Qb3,C,C00,"Orthoschapp Variation, French",FALSE,-,,
1.e4 e6 2.d3,C,C00,"King""s Indian Attack",FALSE,-,,
1.e4 e6 2.d3 d5 3.Nd2 Nf6 4.Ngf3 Nc6 5.Be2,C,C00,"Reversed Philidor, French",FALSE,-,,
1.e4 e6 2.d3 f5,C,C00,"Franco-Hiva Gambit, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Be3,C,C00,"Alapin; Witaker Gambit, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Be3 dxe4 4.f3,C,C00,"Alapin-Diemer Gambit, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.c4,C,C00,"Diemer-Duhm Gambit, French",FALSE,-,,
1.e4 e6 2.e5,C,C00,"Steinitz Attack, French",FALSE,-,,
1.e4 e6 2.f4,C,C00,"Bourdonnais (La Bourdonnais) Variation, French",FALSE,-,,
1.e4 e6 2.f4 d5 3.Nf3 dxe4 4.Ng5,C,C00,"Reuter Gambit, French",FALSE,-,,
1.e4 e6 2.g3,C,C00,"Reti-Spielmann Attack, French",FALSE,-,,
1.e4 e6 2.Nc3,C,C00,"Queen's Knight, French",FALSE,-,,
1.e4 e6 2.Nc3 d5 3.f4,C,C00,"Pelikan Variation, French",FALSE,-,,
1.e4 e6 2.Nc3 d5 3.Nf3,C,C00,"Two Knight Variation, French",FALSE,-,,
1.e4 e6 2.Nf3,C,C00,"Knight Variation, French",FALSE,-,,
1.e4 e6 2.Nf3 d5 3.e5 c5 4.b4,C,C00,"Wing Gambit, French",FALSE,-,,
1.e4 e6 2.Nf3 d5 3.Nc3,C,C00,"Two Knights Variation, French",FALSE,-,,
1.e4 e6 2.Qe2,C,C00,"Chigorin Variation, French",FALSE,-,,
1.e4 e6 2.d4,C,C01,C01,TRUE,C01,,
1.e4 e6 2.d4 b5,C,C01,"Baeuerle Gambit, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Bd3,C,C01,"Schlechter Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.exd5 exd5,C,C01,"Exchange Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.exd5 exd5 4.c4,C,C01,"Monte Carlo Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.exd5 exd5 4.Nc3 Nf6 5.Bg5,C,C01,"Svenius Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.exd5 exd5 5.Bd3 Ne7 6.Qh5,C,C01,"Canal Attack, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nf3,C,C01,"Perseus Gambit, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nf3 dxe4 4.Ne5,C,C01,"Carlson Gambit, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nh3,C,C01,"Morphy Gambit, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Qe2 e5 4.f4 exf4,C,C01,Hoffman Gambit,FALSE,-,,
1.e4 e6 2.d4 f5,C,C01,"Franco-Hiva Gambit I, French",FALSE,-,,
1.e4 e6 2.d4 Nf6,C,C01,"Mediterranean Defense, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.e5,C,C02,"Advance Variation, French; C02",TRUE,"Advance Variation, French",,
1.e4 e6 2.d4 d5 3.e5 Bd7,C,C02,"Extended Bishop Swap, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.e5 Bd7,C,C02,"Advance; Nimzovich; Steinitz Var, Fr",FALSE,-,,
1.e4 e6 2.d4 d5 3.e5 c5 4.b4,C,C02,"Frenkel Gambit, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3,C,C02,"Paulsen Attack, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Bd7,C,C02,"Euwe Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Qb6 6.a3 Nh6,C,C02,"Lputian Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Qb6 6.Bd3,C,C02,"Milner-Barry Gambit, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Qb6 6.Bd3 cxd3 7.cxd3 Bd7 8.O-O Nxd4 9.Nxd4,C,C02,"Milner-Barry Gambit, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Qb6 5.Nf3 Bd7,C,C02,"Wade Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.e5 c5 4.Nf3,C,C02,"Nimzovich Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.e5 c5 4.Nf3 cxd4 5.Bd3,C,C02,"Ruisdonk Gambit, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.e5 c5 4.Qg4,C,C02,"Nimzovich Attack, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nd2,C,C03,"Tarrasch Variation, French; C03",TRUE,"Tarrasch Variation, French",,
1.e4 e6 2.d4 d5 3.Nd2 Be7,C,C03,"Morozevich Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nd2 f5,C,C03,"Haberditz Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nd2 Nc6,C,C04,C04,TRUE,C04,,
1.e4 e6 2.d4 d5 3.Nd2 Nc6 4.Ngf3 Nf6 5.e5 Nfd7,C,C04,"Guimard Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nd2 Nc6 4.Ngf3 Nf6 5.e5 Nfd7 5.f4 c5 6.c3 Nc6 7.Ndf3 cxd4 8.cxd4,C,C04,"Leningrad Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nd2 Nf6,C,C05,C05,TRUE,C05,,
1.e4 e6 2.d4 d5 3.Nd2 Nc6 4.e4 Nfd7 5.Bd3 c5 6.c3 b6,C,C06,"Botvinnik Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 5.Bd3,C,C06,C06,TRUE,C06,,
1.e4 e6 2.d4 d5 3.Nd2 c5,C,C07,Open System Tarrasch French; C07,TRUE,Open System Tarrasch French,,
1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 Nf6,C,C07,"Shaposhnikov Gambit, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 Qxd5,C,C07,"Chistiakov Defense, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 exd5,C,C08,C08,TRUE,C08,,
1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 exd5 5.Ngf3 Nc6,C,C09,C09,TRUE,C09,,
1.e4 e6 2.d4 d5 3.Nc3,C,C10,"Normal Variation, French; C10",TRUE,"Normal Variation, French",,
1.e4 e6 2.d4 d5 3.Nc3 c5,C,C10,"Marshall Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 dxe4,C,C10,"Rubinstein Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 dxe4 4.Bd7 5.Nf3 Bc6,C,C10,"Fort Knox Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 dxe4 4.Be3,C,C10,"Rasa-Studier Gambit, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 e5,C,C10,"Ellis Gambit, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7,C,C10,"Blackburne Defense, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Nf3 Ngf6 6.Nxf6+ Nxf6 7.Ne5,C,C10,"Capablanca Line, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Qd5,C,C10,"Frere; Becker; Katilimov, Maric Var, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.exd5,C,C10,"Svenonius Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6,C,C11,"Classical Variation, French; C11",TRUE,"Classical Variation, French",,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bd3,C,C11,"Swiss Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Be3,C,C11,"Henneberger Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 dxe4,C,C11,"Burn Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5,C,C11,"Steinitz Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Nfd7 5.f4 c5 6.dxc5 Bxc5 7.Qg4,C,C11,"Bradford Attack, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Nfd7 5.f4 c5 6.dxc5 Nc6 7.a3 Bxc5 8.Qg4 O-O 9.Nf3 f6,C,C11,"Brodsky-Jones Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Nfd7 5.f4 c5 6.Nf3 Nc6 7.Be3,C,C11,"Boleslavsky Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Nfd7 5.Qg4,C,C11,"Gledhill Attack, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5,C,C12,C12,TRUE,C12,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4,C,C12,"McCutcheon Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.Bc1,C,C12,"Olland (Dutch) Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.Bd2 Bxc3,C,C12,"Lasker Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.Bd2 Bxc3 7.bxc3 Ne4 8.Qg4 Kf8 9.Bc1,C,C12,"Duras Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.Bd2 Nfd7,C,C12,"Tartakower Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.Be3,C,C12,"Janowski Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.Bh4,C,C12,"Bernstein Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.exf6,C,C12,"Chigorin Variation, French ",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.exf6 hxg5 7.fxg7 Rg8 8.h4 gxh4 9.Qg4,C,C12,"Grigoriev Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.Nge2,C,C12,"Wolf Gambit, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Ng8,C,C13,"Vistaneckis (Nimzovich) Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Ng8 6.Be3 b6,C,C13,"Frankfurt Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 dxe4,C,C13,C13,TRUE,C13,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7,C,C14,C14,TRUE,C14,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.Bxf6,C,C14,"Anderssen (Richter) Attack, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Ne4,C,C14,"Tartakower Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.Bxe7 Qxe7,C,C14,"Classical Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.Bxe7 Qxe7 7.Bd3,C,C14,"Tarrasch Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.Bxe7 Qxe7 7.f4,C,C14,"Steinitz Variation, French",FALSE,-,,
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.Bxe7 Qxe7 7.Nb5,C,C14,"Alapin Variation, French",FALSE,-,,
